conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,Automatisierungsingenieur/Automatisierungsingenieurin,released,Automatisierungsingenieur | Ingenieurin Automatisierungstechnik | Automatisierungsingenieurin | Ingenieur Automatisierungstechnik,"Automatisierungsingenieure/Automatisierungsingenieurinnen erforschen, gestalten und entwickeln Anwendungen und Systeme zur Automatisierung von Herstellungsverfahren. Sie setzen Technologie um und verringern nach Möglichkeit den menschlichen Beitrag, um das Potenzial der Industrierobotik in vollem Umfang zu nutzen. Automatisierungsingenieure/Automatisierungsingenieurinnen beaufsichtigen das Verfahren und sorgen dafür, dass sämtliche Systeme sicher und reibungslos ablaufen.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,Produktionsingenieur/Produktionsingenieurin
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,Kosmologe/Kosmologin,released,Astrophysiker | Astrophysikerin | Weltraumforscherin | Astronom | Kosmologin | Weltraumforscher | Kosmologe | Astronomin,"Kosmologe/Kosmologinnen konzentrieren sich auf die Erforschung des Universums als Ganzes, die die Herkunft, Evolution und das Schicksal des Universums. Sie verwenden Werkzeuge und wissenschaftliche Instrumente, um andere Galaxien und astronomische Objekte wie Sterne, schwarze Löcher, Planeten und andere Himmelkörper zu beobachten und zu untersuchen.",http://data.europa.eu/esco/isco/C2111,Physiker und Astronomen
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,Hochschullehrkraft für Moderne Sprachen,released,Dozent für Moderne Sprachen | Universitätsassistent/in für Lebende Sprachen | WissenschaftlicheR MitarbeiterIn für Lebende Sprachen | Dozentin für Moderne Sprachen | Professor/in für Moderne Sprachen | SpezialistIn für Lebende Sprachen,"Hochschullehrkräfte für Moderne Sprachen sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, moderne Sprachen, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der modernen Sprachen Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,Philosoph/Philosophin,released,Logiker | Logikerin | Philosoph | Philosophin,"Philosophen studieren allgemeine und strukturelle Probleme der Gesellschaft, des Menschen und des Einzelnen und führen Auseinandersetzungen über diese Fragen. Sie verfügen über ausgeprägte rationale und argumentative Fähigkeiten, um Themen wie Existenz, Wertesysteme, Wissen oder Wirklichkeit zu erörtern. Ihre logische Argumentation führt zu einem tieferen Verständnis und auf eine höhere Abstraktionsebene.",http://data.europa.eu/esco/isco/C2633,"Philosophen, Historiker und Politologen"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,Hochschullehrkraft für Archäologie,released,Universitätslehrer für Archäologie | Hochschullehrerin für Archäologie | ProfessorIn für Archäologie | Hochschullehrer für Archäologie | Dozent/in für Archäologie | Universitätslehrerin für Archäologie,"Hochschullehrkräfte für Archäologie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Archäologie, unterrichten. Sie arbeiten mit Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Archäologie Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,Agrarwissenschaftler/Agrarwissenschaftlerin,released,Landwirtschaftswissenschaftler | Agrarwissenschaftler | Agrarforscherin | Agrarforscher | Landwirtschaftswissenschaftlerin | Agrarwissenschaftlerin,"Agrarwissenschaftler/Agrarwissenschaftlerinnen erforschen den Boden, Tiere und Pflanzen, um landwirtschaftliche Prozesse, die Qualität landwirtschaftlicher Erzeugnisse oder Umweltauswirkungen der Landwirtschaft zu verbessern. Sie planen für und implementieren Projekte wie Entwicklungsprojekte für Kunden oder Institutionen.",http://data.europa.eu/esco/isco/C2132,"Agrar-, Forst- und Fischereiwissenschaftler und -berater"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin,released,Universitätsassistent | Hochschulassistent | Wissenschaftliche Mitarbeiterin | Universitätsassistentin | Hochschulassistentin | Wissenschaftlicher Mitarbeiter,"Wissenschaftlicher Mitarbeiter/wissenschaftliche Mitarbeiterinnen unterstützen Lehrkräfte bei ihrer Arbeit, vor allem durch das Halten von Lehrveranstaltungen. Sie bereiten Lehrveranstaltungen vor, führen sie durch und führen Evaluierungsgespräche mit Studierenden. Sie kombinieren zudem ihre Vorlesungen und anderen Lehraufgaben mit ihrer eigenen Forschung in ihrem Fachgebiet. Wissenschaftlicher Mitarbeiter/Mitarbeiterinnen haben eine eigenständige Vollzeitstelle, auch wenn ihre Stellenbezeichnung möglicherweise eine untergeordnete Position vermuten lässt.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,Hochschullehrkraft für Informatik,released,Dozent/in für Informatik | Hochschullehrer für Informatik | ProfessorIn für Informatik | Universitätslehrer für Computerwissenschaften | Hochschullehrerin für Computerwissenschaften | Universitätslehrerin für Computerwissenschaften | Universitätsassistentin für Informatik | Universitätsassistent für Informatik | Hochschullehrer für Computerwissenschaften | Hochschullehrerin für Informatik | Universitätslehrkraft für IT,"Hochschullehrkräfte für Informatik sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Informatik, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem Gebiet der Informatik Forschungsarbeiten durch, veröffentlichen die gewonnenen Erkenntnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,Hochschullehrkraft für Sprachwissenschaften,released,Professorin für Angewandte Linguistik | Professor für Angewante Linguistik | Professor für Linguistik | Dozent/in für Vergleichende Sprachwissenschaft | Professorin für Linguistik | Wissenschaftlicher Mitarbeiter für Psycholoinguistik | Wissenschaftliche Mitarbeiterin für Psycholoinguistik | UniversitätsassistentIn für Sprachwissenschaft,"Hochschullehrkräfte für Sprachwissenschaften sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, den Sprachwissenschaften, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Sprachwissenschaften Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,Hochschullehrkraft für Politikwissenschaft,released,LehrbeauftragteR für internationale Politik | Assistentin für Politik- und Verwaltungswissenschaften | Dozent/in für Politikwissenschaft | UniversitätsprofessorIn für Politik und Gesellschaft | Assistent für Politik- und Verwaltungswissenschaften,"Hochschullehrkräfte für Politikwissenschaft sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Politikwissenschaft, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Politikwissenschaft Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,Geologe/Geologin,released,Geologin | Geologe,"Geologen/Geologinnen erforschen die Materialien, aus denen die Erde besteht. Ihre Beobachtungen hängen vom Forschungszweck ab. Je nach ihrer Spezialisierung untersuchen Geologen/Geologinnen für Privatunternehmen die Entwicklung der Erde im Laufe der Zeit, die geologischen Erdschichten, die Qualität von Mineralien für Bergbauzwecke, Erdbeben und Vulkanismus und ähnliche Phänomene.",http://data.europa.eu/esco/isco/C2114,Geologen und Geophysiker
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,Prüfingenieur/Prüfingenieurin,released,Prüfingenieurin | Testingenieurin | Testingenieur | Prüfingenieur,"Prüfingenieure/Prüfingenieurinnen planen und führen während verschiedener Phasen des Gestaltungsprozesses eingehende Qualitätsprüfungen durch, um sicherzustellen, dass die Systeme ordnungsgemäß installiert sind und funktionieren. Sie analysieren die Daten aus den Qualitätsprüfungen und erstellen Berichte. Sie sind zudem für die Sicherheit der Qualitätsprüfungen verantwortlich.",http://data.europa.eu/esco/isco/C2149,"Ingenieure, anderweitig nicht genannt"
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,Hochschullehrkraft für Religionswissenschaft,released,Hochschulassistent/in für Religionswissenschaft | UniversitätsdozentIn für Theologie | Professor für Religionserziehung | Lehrbeauftragter für religiöse Studien | Lehrbeauftragte für religiöse Studien | Professorin für Religionserziehung,"Hochschullehrkräfte für Religionswissenschaft sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Religionswissenschaft, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Religionswissenschaft Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,Bauingenieur/Bauingenieurin,released,Bauingenieur | Zivilingenieur Bau | Bauingenieurin | Zivilingenieurin Bau,"Bauingenieure/Bauingenieurinnen gestalten, planen und entwickeln technische und ingenieurwissenschaftliche Spezifikationen für Infrastruktur- und Bauvorhaben. Sie verfügen über ingenieurtechnische Kenntnisse in einer Vielzahl von Projekten, vom Bau von Verkehrsinfrastruktur über Wohnprojekte und Luxusgebäude bis hin zur Anlage von Naturflächen. Sie erstellen Pläne, um Baumaterialien zu optimieren und die Spezifikationen und die Ressourcenzuweisung innerhalb der Fristen zu integrieren.",http://data.europa.eu/esco/isco/C2142,Bauingenieure
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,Hochschullehrkraft für Mathematik,released,WissenschaftlicheR MitarbeiterIn | Professor für Mathematik | Hochschulassistent/in für Wirtschaftsmathematik | UniversitätsprofessorIn für Mathematik | Professorin für Mathematik | Dozent/in für theoretische Mathematik,"Hochschullehrkräfte für Mathematik unterrichten Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Mathematik. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Mathematik Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,Stadt- und Regionalplaner/Stadt- und Regionalplanerin,released,Stadt- und Regionalplanerin | Städteplaner | Städteplanerin | Smart Byplanlægger | Stadt- und Regionalplaner,"Stadt- und Regionalplaner/Stadt- und Regionalplanerinnen erstellen Bebauungspläne für Städte, städtische Gebiete und Regionen. Sie untersuchen die Bedürfnisse des Orts oder der Region (Wirtschaft, Soziales, Verkehr) und bewerten andere Parameter wie die Nachhaltigkeit, um solide Programme zur Verbesserung des Standorts vorzulegen.",http://data.europa.eu/esco/isco/C2164,"Raum-, Stadt- und Verkehrsplaner"
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,Informatiker/Informatikerin,released,IKT-Forscher | Forscherin im Bereich Informations- und Kommunikationstechnik | Forscher im Bereich Informations- und Kommunikationstechnik | IKT-Forscherin,"Informatiker führen Forschungsarbeiten auf dem Gebiet der Computer- und Informationswissenschaft durch, um grundlegende Aspekte von IKT-Phänomenen besser zu verstehen. Sie verfassen Forschungsberichte und -vorschläge. Außerdem finden und entwickeln Informatiker neue Ansätze in der Computertechnologie, entdecken innovative Anwendungen für bestehende Technologien sowie Studien und lösen komplexe Probleme auf ihrem Gebiet.",http://data.europa.eu/esco/isco/C2511,Systemanalytiker
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,Wissenschaftler Natur- und Artenschutz/Wissenschaftlerin Natur- und Artenschutz,released,Umweltschutzwissenschaftlerin | Wissenschaftler Natur- und Artenschutz | Wissenschaftlerin Natur- und Artenschutz | Umweltschutzwissenschaftler,"Wissenschaftler Natur- und Artenschutz/Wissenschaftlerinnen Natur- und Artenschutz sind für die Qualität von Wäldern, Parks und anderen natürlichen Ressourcen verantwortlich. Sie schützen den Lebensraum der natürlichen Pflanzen- und Tierwelt, die Artenvielfalt, den landschaftlichen Wert und andere besondere Charakteristika von Schutzgebieten. Wissenschaftler/Wissenschaftlerinnen Natur- und Artenschutz werden vor Ort eingesetzt.",http://data.europa.eu/esco/isco/C2133,Umweltwissenschaftler
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,Hochschullehrkraft für Chemie,released,Universitätslehrerin für Chemie | Universitätslehrkraft für Chemie | ProfessorIn für Chemie | Hochschullehrerin für Chemie | Dozent/in für Chemie | Universitätslehrer für Chemie | Hochschullehrer für Chemie,"Hochschullehrkräfte für Chemie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Chemie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Chemie-Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,Hochschullehrkraft für Ingenieurwesen,released,Universitätslehrerin für Mechanik | DozentIn für Ingenieurwesen | Universitätslehrer für Mechanik | Universitätsassistent/in für Ingenieurwissenschaften | Professor/in für Ingenieurwissenschaften,"Hochschullehrkräfte für Ingenieurwesen sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, dem Ingenieurwesen, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet des Ingenieurwesens Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin,released,Biologin | Biologe,"Biologe/Biologin erforschen lebende Organismen und das Leben im weiteren Sinne und berücksichtigen dabei das Umfeld. Die Forschung soll Erkenntnisse über die Funktionsmechanismen, die Wechselwirkungen und die Entwicklung von Organismen ermöglichen.",http://data.europa.eu/esco/isco/C2131,"Biologen, Botaniker, Zoologen und verwandte Berufe"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,Literaturwissenschaftler/Literaturwissenschaftlerin,released,Literaturwissenschaftler | Literaturwissenschaftlerin,"Literaturwissenschaftler erforschen literarische Werke, die Geschichte der Literatur, Genres und Literaturkritik, um die Werke und die damit verbundenen Aspekte in einem angemessenen Kontext zu beurteilen und Forschungsergebnisse zu bestimmten Themen auf dem Gebiet der Literatur zu erzielen.",http://data.europa.eu/esco/isco/C2641,Autoren und verwandte schriftstellerische Berufe
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,Ingenieur Biochemietechnik/Ingenieurin Biochemietechnik,released,Ingenieurin Biotechnologie | Ingenieur Biochemietechnik | Ingenieurin Biochemietechnik | Ingenieur Biotechnologie,"Ingenieure Biochemietechnik/Ingenieurinnen Biochemietechnik bemühen sich um neue Errungenschaften in den Biowissenschaften. Sie setzen ihre Erkenntnisse in chemische Lösungen um, die das Wohlergehen der Gesellschaft verbessern können, z. B. durch Impfstoffe, Gewebereparatur, Verbesserung von Anbaupflanzen und umweltfreundliche Technologien wie sauberere Brennstoffe aus natürlichen Ressourcen.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,Chemieingenieur/Chemieingenieurin
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,Metrologe/Metrologin,released,Metrologin | Metrologe | Fachkraft Messwesen,"Metrologe/Metrologinnen studieren und praktizieren Messwissenschaften. Sie entwickeln Mengensysteme, Maßeinheiten und Messmetoden für wissenschaftliche Zwecke. Metrologe/Metrologinnen schaffen neue Methoden und Instrumente, um Informationen zu quantifizieren und besser zu verstehen.",http://data.europa.eu/esco/isco/C2112,Meteorologen
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,Hochschullehrkraft für Klassische Philologie,released,Universitätslehrerin für Klassische Philologie | Universitätslehrer für Klassische Philologie | Hochschullehrer für Griechisch | Dozent/in für Alte Sprachen | Hochschullehrer für Klassische Philologie | Hochschullehrerin für Klassische Philologie | Universitätslehrkraft für Klassische Philologie | Universitätslehrkraft für Alte Sprachen | Hochschullehrerin für Griechisch | ProfessorIn für Latein,"Hochschullehrkräfte für Klassische Philologie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der klassischen Philologie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der klassischen Philologie Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,Demograf/Demografin,released,Demograf | Demografin | Bevölkerungsstatistikerin | Bevölkerungsstatistiker,"Demografen/Demografinnen untersuchen eine Vielzahl von Parametern im Zusammenhang mit der Bevölkerung. Auf der Grundlage ihrer Beobachtungen entwickeln sie statistische Analysen zu den Entwicklungen und Veränderungen der Geburtenraten, des Anteils älterer Menschen, von Eheschließungs- und Scheidungsraten, Beschäftigungsquoten, Sterblichkeitsraten, Einwanderung und ähnlichen Fragen.",http://data.europa.eu/esco/isco/C2120,"Mathematiker, Versicherungsmathematiker und Statistiker"
