conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,knowledge,sector-specific,KDevelop,,,released,2023-06-08T15:25:12.058Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills","Das Computerprogramm KDevelop ist eine Suite von Softwareentwicklungswerkzeugen für Schreibprogramme, z. B. Compiler, Debugger, Code-Editor und Code-Highlights, die in einer einheitlichen Benutzeroberfläche verpackt sind. Es wird von der Softwaregemeinschaft KDE entwickelt."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f,skill/competence,sector-specific,Fahrzeugteile kaufen,,,released,2020-06-30T08:41:54.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bestellen spezieller Teile, die für die Wartung und Reparatur einer Vielzahl von Fahrzeugen erforderlich sind.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,skill/competence,cross-sector,Offshorebauwerke untersuchen,Offshorebauwerke inspizieren,,released,2023-11-30T16:03:38.837Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Regelmäßige Inspektion während und nach dem Bau von Offshore-Anlagen wie Ölplattformen, um die Risikominimierung und die Einhaltung der Vorschriften sicherzustellen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0156865e-5010-4908-8e0f-ce3aebc2d136,skill/competence,occupation-specific,Umschlagzuschnitt einstellen,Umschlagzuschnittseinstellungen anpassen,,released,2023-11-30T16:18:14.909Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Sicherstellen, dass die richtigen Vorgaben für die Fensterung (Zuschnitt und Einfügen der Fensterfolie) berücksichtigt werden. Aufbringen der Gummierung auf der Umschlagsilhouette und im Fensterbereich durch die Maschine. Anpassen des Umschlags in Bezug auf Fenster, Gummierung, Falz und Glattheit der Oberfläche einzustellen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d,skill/competence,sector-specific,Öle vorbereiten,,,released,2023-11-30T15:09:08.216Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Auswählen, Mischen und Kombinieren der geeigneten Öle für den Kunden, um individuelle Mixturen für die spezifischen Bedürfnisse der Kunden zu erstellen, Führen von Aufzeichnungen über die Behandlungen und die im Rahmen der Therapie eingesetzten Ölmischungen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5,skill/competence,sector-specific,Vorräte einkaufen,,,released,2023-05-05T16:17:29.381Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Einkaufen und Aufstocken von Vorräten; Sicherstellen, dass alle benötigten Waren vorhanden sind."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015cd017-b146-4c9d-ab10-5dfca451c30a,skill/competence,sector-specific,bei der Konzeption von Lebensmitteln Exzellenz anstreben,bei der Konzeption von Nahrungsmitteln Exzellenz anstreben,,released,2023-11-28T10:50:07.376Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Versuchen, Lebensmittel in möglichst hoher Qualität zu entwickeln."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0162b701-6bb4-400a-b557-7996053d7daf,skill/competence,sector-specific,bei Reinigungsarbeiten persönliche Hygienestandards wahren,,,released,2023-11-30T15:55:38.825Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Im Einklang mit den für die betreffende Tätigkeit oder Organisation geltenden Vorschriften für die Sicherheit und den Gesundheitsschutz sicherstellen, dass bei der Durchführung von Reinigungstätigkeiten die persönliche Hygiene und Sauberkeit gewährleistet ist und eine entsprechende Schutzausrüstung getragen wird."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0165e6c7-14d9-47f6-a882-565f8da14526,knowledge,occupation-specific,Wasserskisport,,,released,2023-10-31T17:05:37.122Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Techniken und Regeln für die Ausübung des Wasserskisports. Kenntnis der Ausrüstung, die für diesen Hochgeschwindigkeits-Wassersport benötigt wird, z. B. das Schleppseil, das Boot, die Neoprenanzüge und die Skibretter.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0167ee96-f478-4383-afe6-aabf387da5b3,skill/competence,cross-sector,mit Schreibkräften in Kontakt stehen,,,released,2024-01-09T14:25:41.682Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bereitstellen von Informationen in Bezug auf die Adressaten, das geeignete Format, die Anzahl der erforderlichen Kopien usw., damit die Schreibkräfte die endgültigen Dokumente fertigstellen können."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2,skill/competence,sector-specific,Eisenbahnbetrieb beurteilen,,,released,2023-11-30T16:24:13.621Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Überprüfen und Untersuchen der vorhandenen Ausrüstungen, Anlagen, Systeme und Verfahren im Schienenverkehr, um die Sicherheit und Effizienz der Eisenbahn zu verbessern, die Qualität zu erhöhen und die Kosten zu senken."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,skill/competence,occupation-specific,Extremsportarten ausüben,,,released,2016-12-20T19:41:34Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ausüben von Sportarten, bei denen davon auszugehen ist, dass sie ein hohes Maß an inhärenter Gefahr aufweisen und mit Geschwindigkeit, Höhe, starker körperlicher Anstrengung und hoch spezialisierter Ausrüstung verbunden sind."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,skill/competence,transversal,Maßnahmen zur Förderung der biologischen Vielfalt und des Tierschutzes ergreifen,"Nachhaltigkeitsaspekte bei Konsumentscheidungen berücksichtigen
Umweltentscheidungen im Rahmen der eigenen Essgewohnheiten umsetzen
nachhaltige Essgewohnheit annehmen
Förderung des Konsums von biologischen und biologischen Lebensmitteln
beim Kauf von Lebensmitteln auf den Tierschutz achten
Biodiversität und Tierschutz konkret unterstützen",,released,2021-09-13T12:37:55.414Z,,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/skills","Verhaltensweisen an den Tag legen, die zur Erhaltung stabiler Ökosysteme und zur Bekämpfung des Massensterbens beitragen, z. B. durch bewusste Ernährungsentscheidungen, die die ökologische Lebensmittelerzeugung und den Tierschutz unterstützen.
  "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18,skill/competence,occupation-specific,Betreuungspersonen für Kinder am Drehort bereitstellen,,,released,2023-11-30T15:06:53.54Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Sicherstellen, dass bei der Arbeit mit Minderjährigen stets eine Betreuungsperson am Drehort anwesend ist."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5,skill/competence,cross-sector,Arbeitsvorgänge organisieren,,,released,2016-12-20T17:23:17Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Organisieren, Zuweisen und Koordinieren der Teammitglieder. Organisieren von Produktionsprogrammen und Planen von Produktion und Absatz. Beschaffen von Material und Ausrüstung. Verwalten der Bestände."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96,skill/competence,sector-specific,Glasgravur-Werkzeug verwenden,,,released,2023-11-30T14:56:16.943Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Abhängig von der Art des Glases oder der Glaswaren Verwenden von Gravurwerkzeugen mit Stahl-, Stein- oder Kupferrädern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8,skill/competence,sector-specific,Abrissbirne steuern,"Abbruchkugel bedienen
Abrissbirne bedienen
Abbruchkugel steuern",,released,2023-11-30T15:32:54.775Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Einsatz einer Abrissbirne, um ein Gebäude oder Teile davon abzureißen. Anheben der Abrissbirne mithilfe eines Krans. Schwingen oder Pendeln der Abrissbirne, bis sie auf die abzureißende Struktur trifft. Vermeiden von Fehlversuchen, da das Gewicht und die Dynamik der Abrissbirne den Kran destabilisieren können."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6,skill/competence,cross-sector,Stoffqualität bewerten,,,released,2023-11-30T16:50:33.272Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bewerten von Nähten, Konfektionen, Aufnähern, Verschlüssen, Verzierungen, Stoffschattierungen, Mustertreue und -übereinstimmung, Bändern und Futtern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01819474-b960-4b8f-b020-2da26518d43a,skill/competence,occupation-specific,Rückerstattungen beantragen,,,released,2023-11-30T16:23:24.77Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Anfragen beim Lieferanten, um Waren zurückzusenden oder zu tauschen oder eine Rückerstattung zu erhalten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,skill/competence,sector-specific,Durchführbarkeitsstudie für Gebäudemanagementsysteme ausführen,Durchführung einer GMS-Durchführbarkeitsstudie,,released,2024-03-01T09:56:50.064Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green","Bewertung und Einschätzung des Potenzials eines Gebäudemanagementsystems durchführen. Durchführung einer standardisierten Studie zur Ermittlung des Energieeinsparungsbeitrags, der Kosten und der Einschränkungen sowie Durchführung von Untersuchungen zur Unterstützung des Entscheidungsfindungsprozesses.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,knowledge,sector-specific,Absorb (Lernmanagementsysteme),,,released,2022-07-05T14:34:21.232Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Das Lernsystem Absorb ist eine E-Learning-Plattform zur Schaffung, Verwaltung und Bereitstellung von E-Learning-Kursen oder Schulungsprogrammen für Schüler der Sekundarstufe."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562,skill/competence,occupation-specific,administrative Aufgaben für kleine Schiffe wahrnehmen,,,released,2016-12-20T21:29:15Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Erfüllen administrativer und arbeitsrechtlicher Anforderungen. Planen der Bereitstellung, des Empfangs und des Verladens von Waren. Freigeben des Schiffs gemäß den geltenden Vorschriften."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560,knowledge,sector-specific,Inhaltsstoffe von Kosmetika,,,released,2023-11-30T16:42:44.887Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Eine Vielzahl von Kosmetika besteht aus Inhaltsstoffen wie zerkleinerten Insekten bis hin zu Rost.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0,knowledge,occupation-specific,Erfahrungen im Umgang mit der Sicherheit von Gästen,"Erfahrungen im Zusammenhang mit der Sicherheit von Gästen
Sachkenntnis im Umgang mit der Sicherheit von Gästen
Erfahrungen im Umgang mit der Gastsicherheit
Sachkenntnis im Zusammenhang mit der Gastsicherheit",,released,2023-11-30T16:06:59.884Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Merkmale von menschlichem Verhalten und menschlicher Interaktion und Dynamik zur Gewährleistung der Sicherheit von Gästen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,skill/competence,cross-sector,zu Baumaterialien beraten,,,released,2023-11-30T16:20:48.674Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Anbieten einer Beratung und Testen verschiedener Baumaterialien.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22,skill/competence,sector-specific,rotierende Ausrüstungen warten,"rotierende Maschinen instand halten
rotierende Maschinen warten
rotierende Ausrüstungen instand halten",,released,2023-11-28T16:54:40.373Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Routinemäßiges Warten rotierender Ausrüstungen, um sicherzustellen, dass sie sauber, sicher und funktionsfähig sind."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b,skill/competence,cross-sector,Innovative Blockchain-Architekturen entwickeln,,,released,2023-11-29T16:35:26.138Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Entwickeln neuer Blockchain-Architekturen, die auf die Eigenschaften und Prioritäten bestimmter Anwendungen abgestimmt sind. Erörtern der Vor- und Nachteile solcher neuen Architekturen im Vergleich zu den bestehenden.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc,skill/competence,occupation-specific,Pumpvorrichtungen für Einlagerungszwecke,Pumpvorrichtungen zur Einlagerung von Erzeugnissen,,released,2023-11-30T15:06:10.264Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Lagerung von Tanks oder anderen Anlagen zur Verarbeitung von gebleichtem Zellstoff für weitere Schritte im Papierherstellungsverfahren.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,knowledge,sector-specific,biomedizinische und medizinische Wissenschaften im Zusammenhang mit der Zahnmedizin,,,released,2023-11-30T15:37:12.067Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Verhaltenskomponente und soziales Umfeld, die die Gesundheit des Menschen beeinflussen, in Bezug auf die Zahnmedizin."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4,skill/competence,sector-specific,Details des Gussverfahrens beobachten,,,released,2023-11-30T16:25:46.558Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Begleiten von Gießarbeiten in der Metallbearbeitung, um den Besonderheiten und Qualitätsaspekten der Gusse und der Gussformen Rechnung zu tragen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8,knowledge,cross-sector,biomedizinische Wissenschaften,,,released,2023-11-30T16:26:20.41Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Grundsätze der Naturwissenschaften auf die Medizin angewandt. Medizinwissenschaften, wie die medizinische Mikrobiologie und klinische Virologie, wenden die Grundsätze der Biologie für medizinische Kenntnisse und Erfindungen an."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba,skill/competence,sector-specific,bei Produktkenntnis auf dem Laufenden halten,,,released,2023-11-30T16:01:41.287Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Zusammenstellen der neuesten Informationen über Entwicklungen im Zusammenhang mit vorhandenen oder unterstützten Produkten, Methoden oder Techniken."
